term,lemma,lang,type,pos
estream egin,stream,eu,verb_light_construction,VERB
estream egiten,stream,eu,verb_light_construction,VERB
estream egingo,stream,eu,verb_light_construction,VERB
estream egin du,stream,eu,verb_light_construction,VERB
estream egin zen,stream,eu,verb_light_construction,VERB
estreamatu,stream,eu,verb_morph_integrated,VERB
estreamatzen,stream,eu,verb_habitual,VERB
like,like,eu,noun_raw,NOUN
likea,like,eu,noun_integrated_sg,NOUN
likeak,like,eu,noun_integrated_pl,NOUN
like egin,like,eu,verb_light_construction,VERB
like egiten,like,eu,verb_light_construction,VERB
like egingo,like,eu,verb_light_construction,VERB
like egin du,like,eu,verb_light_construction,VERB
like egin zen,like,eu,verb_light_construction,VERB
likatu,like,eu,verb_morph_integrated,VERB
likatzen,like,eu,verb_habitual,VERB
scroll,scroll,eu,noun_raw,NOUN
eskrolla,scroll,eu,noun_integrated_sg,NOUN
eskrollak,scroll,eu,noun_integrated_pl,NOUN
eskroll egin,scroll,eu,verb_light_construction,VERB
eskroll egiten,scroll,eu,verb_light_construction,VERB
eskroll egingo,scroll,eu,verb_light_construction,VERB
eskroll egin du,scroll,eu,verb_light_construction,VERB
eskroll egin zen,scroll,eu,verb_light_construction,VERB
eskrollatu,scroll,eu,verb_morph_integrated,VERB
eskrollatzen,scroll,eu,verb_habitual,VERB
update,update,eu,noun_raw,NOUN
updatea,update,eu,noun_integrated_sg,NOUN
updateak,update,eu,noun_integrated_pl,NOUN
update egin,update,eu,verb_light_construction,VERB
update egiten,update,eu,verb_light_construction,VERB
update egingo,update,eu,verb_light_construction,VERB
update egin du,update,eu,verb_light_construction,VERB
update egin zen,update,eu,verb_light_construction,VERB
updatatu,update,eu,verb_morph_integrated,VERB
updatatzen,update,eu,verb_habitual,VERB
forward,forward,eu,noun_raw,NOUN
forwarda,forward,eu,noun_integrated_sg,NOUN
forwardak,forward,eu,noun_integrated_pl,NOUN
forward egin,forward,eu,verb_light_construction,VERB
forward egiten,forward,eu,verb_light_construction,VERB
forward egingo,forward,eu,verb_light_construction,VERB
forward egin du,forward,eu,verb_light_construction,VERB
forward egin zen,forward,eu,verb_light_construction,VERB
forwardatu,forward,eu,verb_morph_integrated,VERB
forwardatzen,forward,eu,verb_habitual,VERB
spam,spam,eu,noun_raw,NOUN
espama,spam,eu,noun_integrated_sg,NOUN
espamak,spam,eu,noun_integrated_pl,NOUN
espam egin,spam,eu,verb_light_construction,VERB
espam egiten,spam,eu,verb_light_construction,VERB
espam egingo,spam,eu,verb_light_construction,VERB
espam egin du,spam,eu,verb_light_construction,VERB
espam egin zen,spam,eu,verb_light_construction,VERB
espamatu,spam,eu,verb_morph_integrated,VERB
espamatzen,spam,eu,verb_habitual,VERB
check,check,eu,noun_raw,NOUN
txeka,check,eu,noun_integrated_sg,NOUN
txekak,check,eu,noun_integrated_pl,NOUN
txek egin,check,eu,verb_light_construction,VERB
txek egiten,check,eu,verb_light_construction,VERB
txek egingo,check,eu,verb_light_construction,VERB
txek egin du,check,eu,verb_light_construction,VERB
txek egin zen,check,eu,verb_light_construction,VERB
txekatu,check,eu,verb_morph_integrated,VERB
txekatzen,check,eu,verb_habitual,VERB
spoiler,spoiler,eu,noun_raw,NOUN
espoilera,spoiler,eu,noun_integrated_sg,NOUN
espoilerak,spoiler,eu,noun_integrated_pl,NOUN
espoiler egin,spoiler,eu,verb_light_construction,VERB
espoiler egiten,spoiler,eu,verb_light_construction,VERB
espoiler egingo,spoiler,eu,verb_light_construction,VERB
espoiler egin du,spoiler,eu,verb_light_construction,VERB
espoiler egin zen,spoiler,eu,verb_light_construction,VERB
espoileratu,spoiler,eu,verb_morph_integrated,VERB
espoileratzen,spoiler,eu,verb_habitual,VERB
troll,troll,eu,noun_raw,NOUN
trolla,troll,eu,noun_integrated_sg,NOUN
trollak,troll,eu,noun_integrated_pl,NOUN
troll egin,troll,eu,verb_light_construction,VERB
troll egiten,troll,eu,verb_light_construction,VERB
troll egingo,troll,eu,verb_light_construction,VERB
troll egin du,troll,eu,verb_light_construction,VERB
troll egin zen,troll,eu,verb_light_construction,VERB
trollatu,troll,eu,verb_morph_integrated,VERB
trollatzen,troll,eu,verb_habitual,VERB
bug,bug,eu,noun_raw,NOUN
buga,bug,eu,noun_integrated_sg,NOUN
bugak,bug,eu,noun_integrated_pl,NOUN
server,server,eu,noun_raw,NOUN
servera,server,eu,noun_integrated_sg,NOUN
serverak,server,eu,noun_integrated_pl,NOUN
cloud,cloud,eu,noun_raw,NOUN
klouda,cloud,eu,noun_integrated_sg,NOUN
kloudak,cloud,eu,noun_integrated_pl,NOUN
software,software,eu,noun_raw,NOUN
softwarea,software,eu,noun_integrated_sg,NOUN
softwareak,software,eu,noun_integrated_pl,NOUN
hardware,hardware,eu,noun_raw,NOUN
hardwarea,hardware,eu,noun_integrated_sg,NOUN
hardwareak,hardware,eu,noun_integrated_pl,NOUN
online,online,eu,noun_raw,NOUN
onlinea,online,eu,noun_integrated_sg,NOUN
onlineak,online,eu,noun_integrated_pl,NOUN
interface,interface,eu,noun_raw,NOUN
interfakea,interface,eu,noun_integrated_sg,NOUN
interfakeak,interface,eu,noun_integrated_pl,NOUN
user,user,eu,noun_raw,NOUN
usera,user,eu,noun_integrated_sg,NOUN
userak,user,eu,noun_integrated_pl,NOUN
bot,bot,eu,noun_raw,NOUN
bota,bot,eu,noun_integrated_sg,NOUN
botak,bot,eu,noun_integrated_pl,NOUN
app,app,eu,noun_raw,NOUN
appa,app,eu,noun_integrated_sg,NOUN
appak,app,eu,noun_integrated_pl,NOUN
pixel,pixel,eu,noun_raw,NOUN
pixela,pixel,eu,noun_integrated_sg,NOUN
pixelak,pixel,eu,noun_integrated_pl,NOUN
click,click,el,cs_latin_raw,NOUN
κάνω click,click,el,verb_light_latin,VERB
κάνει click,click,el,verb_light_latin,VERB
έκανε click,click,el,verb_light_latin,VERB
κάνοντας click,click,el,verb_light_latin,VERB
κλικ,click,el,noun_transliterated,NOUN
κάνω κλικ,click,el,verb_light_greek,VERB
κάνει κλικ,click,el,verb_light_greek,VERB
έκανε κλικ,click,el,verb_light_greek,VERB
κάνοντας κλικ,click,el,verb_light_greek,VERB
κλικάρω,click,el,verb_morph_aro,VERB
κλικαρισμένος,click,el,verb_participle,VERB
post,post,el,cs_latin_raw,NOUN
κάνω post,post,el,verb_light_latin,VERB
κάνει post,post,el,verb_light_latin,VERB
έκανε post,post,el,verb_light_latin,VERB
κάνοντας post,post,el,verb_light_latin,VERB
ποστ,post,el,noun_transliterated,NOUN
κάνω ποστ,post,el,verb_light_greek,VERB
κάνει ποστ,post,el,verb_light_greek,VERB
έκανε ποστ,post,el,verb_light_greek,VERB
κάνοντας ποστ,post,el,verb_light_greek,VERB
ποστάρω,post,el,verb_morph_aro,VERB
ποσταρισμένος,post,el,verb_participle,VERB
chat,chat,el,cs_latin_raw,NOUN
κάνω chat,chat,el,verb_light_latin,VERB
κάνει chat,chat,el,verb_light_latin,VERB
έκανε chat,chat,el,verb_light_latin,VERB
κάνοντας chat,chat,el,verb_light_latin,VERB
τσατ,chat,el,noun_transliterated,NOUN
κάνω τσατ,chat,el,verb_light_greek,VERB
κάνει τσατ,chat,el,verb_light_greek,VERB
έκανε τσατ,chat,el,verb_light_greek,VERB
κάνοντας τσατ,chat,el,verb_light_greek,VERB
τσατάρω,chat,el,verb_morph_aro,VERB
τσαταρισμένος,chat,el,verb_participle,VERB
link,link,el,cs_latin_raw,NOUN
κάνω link,link,el,verb_light_latin,VERB
κάνει link,link,el,verb_light_latin,VERB
έκανε link,link,el,verb_light_latin,VERB
κάνοντας link,link,el,verb_light_latin,VERB
λινκ,link,el,noun_transliterated,NOUN
κάνω λινκ,link,el,verb_light_greek,VERB
κάνει λινκ,link,el,verb_light_greek,VERB
έκανε λινκ,link,el,verb_light_greek,VERB
κάνοντας λινκ,link,el,verb_light_greek,VERB
λινκάρω,link,el,verb_morph_aro,VERB
λινκαρισμένος,link,el,verb_participle,VERB
tag,tag,el,cs_latin_raw,NOUN
κάνω tag,tag,el,verb_light_latin,VERB
κάνει tag,tag,el,verb_light_latin,VERB
έκανε tag,tag,el,verb_light_latin,VERB
κάνοντας tag,tag,el,verb_light_latin,VERB
ταγκ,tag,el,noun_transliterated,NOUN
κάνω ταγκ,tag,el,verb_light_greek,VERB
κάνει ταγκ,tag,el,verb_light_greek,VERB
έκανε ταγκ,tag,el,verb_light_greek,VERB
κάνοντας ταγκ,tag,el,verb_light_greek,VERB
ταγκάρω,tag,el,verb_morph_aro,VERB
ταγκαρισμένος,tag,el,verb_participle,VERB
tweet,tweet,el,cs_latin_raw,NOUN
κάνω tweet,tweet,el,verb_light_latin,VERB
κάνει tweet,tweet,el,verb_light_latin,VERB
έκανε tweet,tweet,el,verb_light_latin,VERB
κάνοντας tweet,tweet,el,verb_light_latin,VERB
τουίτ,tweet,el,noun_transliterated,NOUN
κάνω τουίτ,tweet,el,verb_light_greek,VERB
κάνει τουίτ,tweet,el,verb_light_greek,VERB
έκανε τουίτ,tweet,el,verb_light_greek,VERB
κάνοντας τουίτ,tweet,el,verb_light_greek,VERB
τουιτάρω,tweet,el,verb_morph_aro,VERB
τουιταρισμένος,tweet,el,verb_participle,VERB
scan,scan,el,cs_latin_raw,NOUN
κάνω scan,scan,el,verb_light_latin,VERB
κάνει scan,scan,el,verb_light_latin,VERB
έκανε scan,scan,el,verb_light_latin,VERB
κάνοντας scan,scan,el,verb_light_latin,VERB
σκαν,scan,el,noun_transliterated,NOUN
κάνω σκαν,scan,el,verb_light_greek,VERB
κάνει σκαν,scan,el,verb_light_greek,VERB
έκανε σκαν,scan,el,verb_light_greek,VERB
κάνοντας σκαν,scan,el,verb_light_greek,VERB
σκανάρω,scan,el,verb_morph_aro,VERB
σκαναρισμένος,scan,el,verb_participle,VERB
format,format,el,cs_latin_raw,NOUN
κάνω format,format,el,verb_light_latin,VERB
κάνει format,format,el,verb_light_latin,VERB
έκανε format,format,el,verb_light_latin,VERB
κάνοντας format,format,el,verb_light_latin,VERB
φορμάτ,format,el,noun_transliterated,NOUN
κάνω φορμάτ,format,el,verb_light_greek,VERB
κάνει φορμάτ,format,el,verb_light_greek,VERB
έκανε φορμάτ,format,el,verb_light_greek,VERB
κάνοντας φορμάτ,format,el,verb_light_greek,VERB
φορματάρω,format,el,verb_morph_aro,VERB
φορματαρισμένος,format,el,verb_participle,VERB
hack,hack,el,cs_latin_raw,NOUN
κάνω hack,hack,el,verb_light_latin,VERB
κάνει hack,hack,el,verb_light_latin,VERB
έκανε hack,hack,el,verb_light_latin,VERB
κάνοντας hack,hack,el,verb_light_latin,VERB
χακ,hack,el,noun_transliterated,NOUN
κάνω χακ,hack,el,verb_light_greek,VERB
κάνει χακ,hack,el,verb_light_greek,VERB
έκανε χακ,hack,el,verb_light_greek,VERB
κάνοντας χακ,hack,el,verb_light_greek,VERB
χακάρω,hack,el,verb_morph_aro,VERB
χακαρισμένος,hack,el,verb_participle,VERB
ban,ban,el,cs_latin_raw,NOUN
κάνω ban,ban,el,verb_light_latin,VERB
κάνει ban,ban,el,verb_light_latin,VERB
έκανε ban,ban,el,verb_light_latin,VERB
κάνοντας ban,ban,el,verb_light_latin,VERB
μπαν,ban,el,noun_transliterated,NOUN
κάνω μπαν,ban,el,verb_light_greek,VERB
κάνει μπαν,ban,el,verb_light_greek,VERB
έκανε μπαν,ban,el,verb_light_greek,VERB
κάνοντας μπαν,ban,el,verb_light_greek,VERB
μπανάρω,ban,el,verb_morph_aro,VERB
μπαναρισμένος,ban,el,verb_participle,VERB
log,log,el,cs_latin_raw,NOUN
κάνω log,log,el,verb_light_latin,VERB
κάνει log,log,el,verb_light_latin,VERB
έκανε log,log,el,verb_light_latin,VERB
κάνοντας log,log,el,verb_light_latin,VERB
λογκ,log,el,noun_transliterated,NOUN
κάνω λογκ,log,el,verb_light_greek,VERB
κάνει λογκ,log,el,verb_light_greek,VERB
έκανε λογκ,log,el,verb_light_greek,VERB
κάνοντας λογκ,log,el,verb_light_greek,VERB
λογκάρω,log,el,verb_morph_aro,VERB
λογκαρισμένος,log,el,verb_participle,VERB
reset,reset,el,cs_latin_raw,NOUN
κάνω reset,reset,el,verb_light_latin,VERB
κάνει reset,reset,el,verb_light_latin,VERB
έκανε reset,reset,el,verb_light_latin,VERB
κάνοντας reset,reset,el,verb_light_latin,VERB
ρισέτ,reset,el,noun_transliterated,NOUN
κάνω ρισέτ,reset,el,verb_light_greek,VERB
κάνει ρισέτ,reset,el,verb_light_greek,VERB
έκανε ρισέτ,reset,el,verb_light_greek,VERB
κάνοντας ρισέτ,reset,el,verb_light_greek,VERB
ρισετάρω,reset,el,verb_morph_aro,VERB
ρισεταρισμένος,reset,el,verb_participle,VERB
download,download,el,cs_latin_raw,NOUN
κάνω download,download,el,verb_light_latin,VERB
κάνει download,download,el,verb_light_latin,VERB
έκανε download,download,el,verb_light_latin,VERB
κάνοντας download,download,el,verb_light_latin,VERB
νταουνλόουντ,download,el,noun_transliterated,NOUN
κάνω νταουνλόουντ,download,el,verb_light_greek,VERB
κάνει νταουνλόουντ,download,el,verb_light_greek,VERB
έκανε νταουνλόουντ,download,el,verb_light_greek,VERB
κάνοντας νταουνλόουντ,download,el,verb_light_greek,VERB
νταουνλοουντάρω,download,el,verb_morph_aro,VERB
νταουνλοουνταρισμένος,download,el,verb_participle,VERB
stream,stream,el,cs_latin_raw,NOUN
κάνω stream,stream,el,verb_light_latin,VERB
κάνει stream,stream,el,verb_light_latin,VERB
έκανε stream,stream,el,verb_light_latin,VERB
κάνοντας stream,stream,el,verb_light_latin,VERB
στριμ,stream,el,noun_transliterated,NOUN
κάνω στριμ,stream,el,verb_light_greek,VERB
κάνει στριμ,stream,el,verb_light_greek,VERB
έκανε στριμ,stream,el,verb_light_greek,VERB
κάνοντας στριμ,stream,el,verb_light_greek,VERB
στριμάρω,stream,el,verb_morph_aro,VERB
στριμαρισμένος,stream,el,verb_participle,VERB
like,like,el,cs_latin_raw,NOUN
κάνω like,like,el,verb_light_latin,VERB
κάνει like,like,el,verb_light_latin,VERB
έκανε like,like,el,verb_light_latin,VERB
κάνοντας like,like,el,verb_light_latin,VERB
λάικ,like,el,noun_transliterated,NOUN
κάνω λάικ,like,el,verb_light_greek,VERB
κάνει λάικ,like,el,verb_light_greek,VERB
έκανε λάικ,like,el,verb_light_greek,VERB
κάνοντας λάικ,like,el,verb_light_greek,VERB
λαικάρω,like,el,verb_morph_aro,VERB
λαικαρισμένος,like,el,verb_participle,VERB
scroll,scroll,el,cs_latin_raw,NOUN
κάνω scroll,scroll,el,verb_light_latin,VERB
κάνει scroll,scroll,el,verb_light_latin,VERB
έκανε scroll,scroll,el,verb_light_latin,VERB
κάνοντας scroll,scroll,el,verb_light_latin,VERB
σκρολ,scroll,el,noun_transliterated,NOUN
κάνω σκρολ,scroll,el,verb_light_greek,VERB
κάνει σκρολ,scroll,el,verb_light_greek,VERB
έκανε σκρολ,scroll,el,verb_light_greek,VERB
κάνοντας σκρολ,scroll,el,verb_light_greek,VERB
σκρολάρω,scroll,el,verb_morph_aro,VERB
σκρολαρισμένος,scroll,el,verb_participle,VERB
update,update,el,cs_latin_raw,NOUN
κάνω update,update,el,verb_light_latin,VERB
κάνει update,update,el,verb_light_latin,VERB
έκανε update,update,el,verb_light_latin,VERB
κάνοντας update,update,el,verb_light_latin,VERB
απντέιτ,update,el,noun_transliterated,NOUN
κάνω απντέιτ,update,el,verb_light_greek,VERB
κάνει απντέιτ,update,el,verb_light_greek,VERB
έκανε απντέιτ,update,el,verb_light_greek,VERB
κάνοντας απντέιτ,update,el,verb_light_greek,VERB
απντειτάρω,update,el,verb_morph_aro,VERB
απντειταρισμένος,update,el,verb_participle,VERB
forward,forward,el,cs_latin_raw,NOUN
κάνω forward,forward,el,verb_light_latin,VERB
κάνει forward,forward,el,verb_light_latin,VERB
έκανε forward,forward,el,verb_light_latin,VERB
κάνοντας forward,forward,el,verb_light_latin,VERB
φόργουορντ,forward,el,noun_transliterated,NOUN
κάνω φόργουορντ,forward,el,verb_light_greek,VERB
κάνει φόργουορντ,forward,el,verb_light_greek,VERB
έκανε φόργουορντ,forward,el,verb_light_greek,VERB
κάνοντας φόργουορντ,forward,el,verb_light_greek,VERB
φοργουορντάρω,forward,el,verb_morph_aro,VERB
φοργουορνταρισμένος,forward,el,verb_participle,VERB
spam,spam,el,cs_latin_raw,NOUN
κάνω spam,spam,el,verb_light_latin,VERB
κάνει spam,spam,el,verb_light_latin,VERB
έκανε spam,spam,el,verb_light_latin,VERB
κάνοντας spam,spam,el,verb_light_latin,VERB
σπαμ,spam,el,noun_transliterated,NOUN
κάνω σπαμ,spam,el,verb_light_greek,VERB
κάνει σπαμ,spam,el,verb_light_greek,VERB
έκανε σπαμ,spam,el,verb_light_greek,VERB
κάνοντας σπαμ,spam,el,verb_light_greek,VERB
σπαμάρω,spam,el,verb_morph_aro,VERB
σπαμαρισμένος,spam,el,verb_participle,VERB
check,check,el,cs_latin_raw,NOUN
κάνω check,check,el,verb_light_latin,VERB
κάνει check,check,el,verb_light_latin,VERB
έκανε check,check,el,verb_light_latin,VERB
κάνοντας check,check,el,verb_light_latin,VERB
τσεκ,check,el,noun_transliterated,NOUN
κάνω τσεκ,check,el,verb_light_greek,VERB
κάνει τσεκ,check,el,verb_light_greek,VERB
έκανε τσεκ,check,el,verb_light_greek,VERB
κάνοντας τσεκ,check,el,verb_light_greek,VERB
τσεκάρω,check,el,verb_morph_aro,VERB
τσεκαρισμένος,check,el,verb_participle,VERB
spoiler,spoiler,el,cs_latin_raw,NOUN
κάνω spoiler,spoiler,el,verb_light_latin,VERB
κάνει spoiler,spoiler,el,verb_light_latin,VERB
έκανε spoiler,spoiler,el,verb_light_latin,VERB
κάνοντας spoiler,spoiler,el,verb_light_latin,VERB
σπόιλερ,spoiler,el,noun_transliterated,NOUN
κάνω σπόιλερ,spoiler,el,verb_light_greek,VERB
κάνει σπόιλερ,spoiler,el,verb_light_greek,VERB
έκανε σπόιλερ,spoiler,el,verb_light_greek,VERB
κάνοντας σπόιλερ,spoiler,el,verb_light_greek,VERB
σποιλεράρω,spoiler,el,verb_morph_aro,VERB
σποιλεραρισμένος,spoiler,el,verb_participle,VERB
troll,troll,el,cs_latin_raw,NOUN
κάνω troll,troll,el,verb_light_latin,VERB
κάνει troll,troll,el,verb_light_latin,VERB
έκανε troll,troll,el,verb_light_latin,VERB
κάνοντας troll,troll,el,verb_light_latin,VERB
τρολ,troll,el,noun_transliterated,NOUN
κάνω τρολ,troll,el,verb_light_greek,VERB
κάνει τρολ,troll,el,verb_light_greek,VERB
έκανε τρολ,troll,el,verb_light_greek,VERB
κάνοντας τρολ,troll,el,verb_light_greek,VERB
τρολάρω,troll,el,verb_morph_aro,VERB
τρολαρισμένος,troll,el,verb_participle,VERB
bug,bug,el,cs_latin_raw,NOUN
μπαγκ,bug,el,noun_transliterated,NOUN
server,server,el,cs_latin_raw,NOUN
σέρβερ,server,el,noun_transliterated,NOUN
cloud,cloud,el,cs_latin_raw,NOUN
κλάουντ,cloud,el,noun_transliterated,NOUN
software,software,el,cs_latin_raw,NOUN
σόφτγουερ,software,el,noun_transliterated,NOUN
hardware,hardware,el,cs_latin_raw,NOUN
χάρντγουερ,hardware,el,noun_transliterated,NOUN
online,online,el,cs_latin_raw,NOUN
ονλάιν,online,el,noun_transliterated,NOUN
interface,interface,el,cs_latin_raw,NOUN
ιντερφέις,interface,el,noun_transliterated,NOUN
user,user,el,cs_latin_raw,NOUN
γιούζερ,user,el,noun_transliterated,NOUN
bot,bot,el,cs_latin_raw,NOUN
μποτ,bot,el,noun_transliterated,NOUN
app,app,el,cs_latin_raw,NOUN
απ,app,el,noun_transliterated,NOUN
pixel,pixel,el,cs_latin_raw,NOUN
πίξελ,pixel,el,noun_transliterated,NOUN
